79, 29.0, 32.0, 72.0, 80.0, 

80, -80.0, -18.0, 56.0, 70.0, 

81, -35.0, 26.0, 75.0, 82.0, 

82, 46.0, -16.0, 69.0, 57.0, 

83, 103.0, 16.0, 72.0, 53.0, 

84, -18.0, 4.0, 62.0, 54.0, 

85, -40.0, 0.0, 53.0, 52.0, 

86, -29.0, -3.0, 64.0, 69.0, 

87, -9.0, 20.0, 64.0, 75.0, 

88, -123.0, 6.0, 56.0, 38.0, 

89, 70.0, 0.0, 69.0, 85.0, 

90, -105.0, 13.0, 79.0, 73.0, 

91, -75.0, -13.0, 36.0, 65.0, 

92, -20.0, 6.0, 72.0, 69.0, 

93, 58.0, 3.0, 70.0, 78.0, 

94, -110.0, 5.0, 75.0, 69.0, 

95, -51.0, 11.0, 78.0, 73.0, 

96, -98.0, -4.0, 58.0, 60.0, 

97, -54.0, 16.0, 34.0, 75.0, 

98, 81.0, 4.0, 54.0, 72.0, 

99, -39.0, -14.0, 46.0, 63.0, 

100, -60.0, -4.0, 64.0, 85.0, 

101, 10.0, -5.0, 73.0, 70.0, 

102, -49.0, -13.0, 60.0, 66.0, 

103, -41.0, -18.0, 72.0, 71.0, 

104, 64.0, 0.0, 52.0, 86.0, 

105, 139.0, -10.0, 62.0, 75.0, 

106, 136.0, -6.0, 74.0, 66.0, 

107, -82.0, 5.0, 62.0, 76.0, 

108, -52.0, 10.0, 55.0, 77.0, 

109, 61.0, -2.0, 60.0, 63.0, 

110, 153.0, 17.0, 72.0, 66.0, 

111, -86.0, -15.0, 83.0, 75.0, 

112, -77.0, 15.0, 62.0, 76.0, 

113, 88.0, -4.0, 61.0, 45.0, 

114, -88.0, 12.0, 70.0, 56.0, 

115, -18.0, 22.0, 48.0, 42.0, 

116, -115.0, 3.0, 81.0, 67.0, 

117, 179.0, 12.0, 72.0, 80.0, 

118, -52.0, 0.0, 67.0, 83.0, 

119, -210.0, -1.0, 56.0, 70.0, 

120, -59.0, -1.0, 49.0, 73.0, 

121, -76.0, 6.0, 67.0, 62.0, 

122, 66.0, 0.0, 73.0, 76.0, 

123, 149.0, 0.0, 55.0, 56.0, 

124, -123.0, 12.0, 71.0, 80.0, 

125, -134.0, 18.0, 42.0, 56.0, 

126, 75.0, 1.0, 62.0, 81.0, 

127, -307.0, 4.0, 64.0, 83.0, 

128, 90.0, -1.0, 58.0, 72.0, 

129, 57.0, -8.0, 77.0, 61.0, 

130, 231.0, 2.0, 60.0, 94.0, 

131, 290.0, 0.0, 87.0, 79.0, 

132, -111.0, 8.0, 82.0, 62.0, 

133, -262.0, 0.0, 72.0, 78.0, 

134, 25.0, 43.0, 74.0, 67.0, 

135, -37.0, 21.0, 61.0, 64.0, 

136, -56.0, -13.0, 69.0, 70.0, 

137, 80.0, -10.0, 77.0, 72.0, 

138, -2.0, -8.0, 55.0, 64.0, 

139, -41.0, -10.0, 80.0, 57.0, 

140, -29.0, 0.0, 77.0, 79.0, 

141, 63.0, -1.0, 78.0, 80.0, 

142, -148.0, 17.0, 63.0, 82.0, 

143, -159.0, 18.0, 59.0, 61.0, 

144, -37.0, 16.0, 48.0, 75.0, 

145, 258.0, -2.0, 90.0, 52.0, 

146, 111.0, -14.0, 50.0, 62.0, 

147, -204.0, -3.0, 55.0, 69.0, 

148, 72.0, 13.0, 81.0, 79.0, 

149, -96.0, 4.0, 81.0, 79.0, 

150, 63.0, 9.0, 62.0, 60.0, 

151, -53.0, 12.0, 86.0, 81.0, 

152, 31.0, 28.0, 94.0, 76.0, 

153, 49.0, 9.0, 59.0, 97.0, 

154, -33.0, 8.0, 55.0, 82.0, 

155, 80.0, 2.0, 67.0, 55.0, 

156, -55.0, 15.0, 60.0, 86.0, 

157, -21.0, -1.0, 71.0, 65.0, 

158, -275.0, 19.0, 70.0, 90.0, 

159, -6.0, -1.0, 69.0, 49.0, 

160, -69.0, 4.0, 64.0, 56.0, 

161, 78.0, -7.0, 76.0, 62.0, 

162, 59.0, 19.0, 86.0, 66.0, 

163, -92.0, 1.0, 83.0, 66.0, 

164, -81.0, 2.0, 64.0, 66.0, 

165, 0.0, 7.0, 70.0, 77.0, 

166, 89.0, 10.0, 64.0, 76.0, 

167, -95.0, 8.0, 59.0, 71.0, 

168, -28.0, 8.0, 72.0, 85.0, 

169, 24.0, 5.0, 68.0, 99.0, 

170, -106.0, 3.0, 60.0, 102.0, 

171, -27.0, 11.0, 78.0, 69.0, 

172, 94.0, 13.0, 70.0, 62.0, 

173, -170.0, 15.0, 63.0, 67.0, 

174, 114.0, -3.0, 69.0, 73.0, 

175, -317.0, -2.0, 62.0, 80.0, 

176, 163.0, 7.0, 59.0, 74.0, 

177, -191.0, 15.0, 71.0, 72.0, 

178, -81.0, -18.0, 52.0, 82.0, 

179, 91.0, -2.0, 68.0, 75.0, 

180, -97.0, -5.0, 80.0, 72.0, 

181, 22.0, -3.0, 65.0, 84.0, 

182, -73.0, 4.0, 79.0, 91.0, 

183, 4.0, 1.0, 51.0, 71.0, 

184, -114.0, -14.0, 68.0, 63.0, 

185, 77.0, -2.0, 66.0, 47.0, 

186, 105.0, 13.0, 72.0, 54.0, 

187, -49.0, 3.0, 63.0, 92.0, 

188, 3.0, 22.0, 62.0, 73.0, 

189, 7.0, -1.0, 47.0, 76.0, 

190, -117.0, 14.0, 71.0, 65.0, 

191, -87.0, 14.0, 61.0, 74.0, 

192, -127.0, 13.0, 54.0, 78.0, 

193, -217.0, -4.0, 61.0, 70.0, 

194, 167.0, 22.0, 68.0, 87.0, 

195, 227.0, 3.0, 74.0, 76.0, 

196, 102.0, 0.0, 87.0, 72.0, 

197, 250.0, 5.0, 56.0, 70.0, 

198, -92.0, 8.0, 87.0, 73.0, 

199, -2.0, -3.0, 46.0, 66.0, 

200, 21.0, 5.0, 61.0, 73.0, 

201, 45.0, 5.0, 68.0, 52.0, 

202, 21.0, -2.0, 58.0, 58.0, 

203, -120.0, 5.0, 75.0, 66.0, 

204, 206.0, 28.0, 74.0, 63.0, 

205, 147.0, -8.0, 74.0, 48.0, 

206, -118.0, 3.0, 59.0, 76.0, 

207, 118.0, 2.0, 80.0, 73.0, 

208, -143.0, 7.0, 54.0, 49.0, 

209, 19.0, -5.0, 60.0, 68.0, 

210, 168.0, -14.0, 77.0, 75.0, 

211, -93.0, -5.0, 68.0, 71.0, 

212, 122.0, 3.0, 71.0, 73.0, 

213, -13.0, 10.0, 69.0, 69.0, 

214, -12.0, 11.0, 54.0, 43.0, 

215, 141.0, -1.0, 61.0, 66.0, 

216, -82.0, 0.0, 73.0, 61.0, 

217, 83.0, 1.0, 59.0, 73.0, 

218, -7.0, -11.0, 60.0, 69.0, 

219, 34.0, -5.0, 68.0, 64.0, 

220, -183.0, -4.0, 58.0, 53.0, 

221, -35.0, 11.0, 69.0, 72.0, 

222, 77.0, 13.0, 68.0, 52.0, 

223, 77.0, 1.0, 71.0, 64.0, 

224, -38.0, 3.0, 62.0, 57.0, 

225, 39.0, -15.0, 41.0, 66.0, 

226, 70.0, -11.0, 65.0, 65.0, 

227, 139.0, -1.0, 61.0, 67.0, 

228, 230.0, 28.0, 71.0, 73.0, 

229, 131.0, -13.0, 72.0, 85.0, 

230, 79.0, 0.0, 57.0, 63.0, 

231, -44.0, 16.0, 72.0, 58.0, 

232, 90.0, -13.0, 66.0, 77.0, 

233, -79.0, 8.0, 64.0, 72.0, 

234, 149.0, 24.0, 68.0, 69.0, 

235, -38.0, 25.0, 54.0, 88.0, 

236, -14.0, -16.0, 84.0, 82.0, 

237, 8.0, -5.0, 78.0, 72.0, 

238, 130.0, 3.0, 75.0, 66.0, 

239, 4.0, 2.0, 63.0, 99.0, 

240, 59.0, -9.0, 58.0, 69.0, 

241, -11.0, 0.0, 78.0, 53.0, 

242, -69.0, 3.0, 74.0, 76.0, 

243, 94.0, 4.0, 75.0, 75.0, 

244, 28.0, -1.0, 60.0, 61.0, 

245, 149.0, 21.0, 80.0, 77.0, 

246, 77.0, 15.0, 67.0, 83.0, 

247, -137.0, 2.0, 61.0, 58.0, 

248, -37.0, 11.0, 76.0, 59.0, 

249, 10.0, -9.0, 93.0, 69.0, 

250, -75.0, -9.0, 69.0, 58.0, 

251, 198.0, 17.0, 63.0, 95.0, 

252, -99.0, 10.0, 77.0, 59.0, 

253, 8.0, -4.0, 68.0, 66.0, 

254, 80.0, -14.0, 62.0, 64.0, 

255, -83.0, 4.0, 44.0, 79.0, 

0, 69.0, 6.0, 53.0, 48.0, 

1, 55.0, -1.0, 66.0, 64.0, 

2, -64.0, 25.0, 49.0, 62.0, 

3, -8.0, 5.0, 81.0, 60.0, 

4, -156.0, -3.0, 76.0, 70.0, 

5, -12.0, 5.0, 70.0, 76.0, 

6, 45.0, -14.0, 77.0, 99.0, 

7, -87.0, 4.0, 80.0, 67.0, 

8, -46.0, -8.0, 55.0, 69.0, 

9, -168.0, -2.0, 75.0, 83.0, 

10, 111.0, -3.0, 61.0, 84.0, 

11, 155.0, 2.0, 67.0, 74.0, 

12, -65.0, 0.0, 58.0, 52.0, 

13, 150.0, -9.0, 73.0, 59.0, 

14, 93.0, 7.0, 65.0, 68.0, 

15, -29.0, 11.0, 79.0, 83.0, 

16, -11.0, 16.0, 64.0, 65.0, 

17, -1.0, 11.0, 83.0, 68.0, 

18, 136.0, -2.0, 69.0, 73.0, 

19, -44.0, 20.0, 96.0, 86.0, 

20, -147.0, -16.0, 67.0, 61.0, 

21, 99.0, -9.0, 72.0, 74.0, 

22, -98.0, 7.0, 61.0, 53.0, 

23, -48.0, 9.0, 75.0, 63.0, 

24, 12.0, 5.0, 58.0, 68.0, 

25, 40.0, 11.0, 87.0, 83.0, 

26, 96.0, -2.0, 64.0, 76.0, 

27, 35.0, 3.0, 73.0, 67.0, 

28, 3.0, 3.0, 84.0, 70.0, 

29, 8.0, 1.0, 73.0, 77.0, 

30, -178.0, 5.0, 63.0, 66.0, 

31, 75.0, -3.0, 70.0, 47.0, 

32, -214.0, 6.0, 66.0, 83.0, 

33, 136.0, -2.0, 61.0, 76.0, 

34, 96.0, -8.0, 64.0, 54.0, 

35, 91.0, -9.0, 63.0, 71.0, 

36, 244.0, 7.0, 69.0, 77.0, 

37, 208.0, 4.0, 75.0, 82.0, 

38, 11.0, 0.0, 70.0, 75.0, 

39, -28.0, 12.0, 70.0, 79.0, 

40, 53.0, 1.0, 55.0, 52.0, 

41, -30.0, -9.0, 73.0, 73.0, 

42, -146.0, 14.0, 65.0, 56.0, 

43, -146.0, 5.0, 70.0, 58.0, 

44, 90.0, -4.0, 68.0, 71.0, 

45, 49.0, -19.0, 61.0, 78.0, 

46, 23.0, -17.0, 58.0, 62.0, 

47, 318.0, -4.0, 79.0, 65.0, 

48, 6.0, 12.0, 51.0, 70.0, 

49, -23.0, 12.0, 63.0, 70.0, 

50, 72.0, -3.0, 72.0, 71.0, 

51, -144.0, 2.0, 58.0, 65.0, 

52, 0.0, -3.0, 64.0, 72.0, 

53, 184.0, 26.0, 58.0, 65.0, 

54, -192.0, 8.0, 61.0, 75.0, 

55, 22.0, 6.0, 78.0, 82.0, 

56, 11.0, -9.0, 78.0, 63.0, 

57, -26.0, 0.0, 67.0, 84.0, 

58, 78.0, -16.0, 73.0, 57.0, 

59, 60.0, 3.0, 55.0, 65.0, 

60, -25.0, -4.0, 68.0, 64.0, 

61, 157.0, 12.0, 58.0, 68.0, 

62, -25.0, 7.0, 66.0, 72.0, 

63, -28.0, -10.0, 48.0, 78.0, 

64, -18.0, 5.0, 68.0, 62.0, 

65, 78.0, -7.0, 72.0, 54.0, 

66, 118.0, 1.0, 86.0, 58.0, 

67, 42.0, 2.0, 68.0, 73.0, 

68, -10.0, 23.0, 76.0, 71.0, 

69, 264.0, -1.0, 59.0, 70.0, 

70, 41.0, -9.0, 85.0, 63.0, 

71, 26.0, 12.0, 101.0, 67.0, 

72, 201.0, 4.0, 53.0, 60.0, 

73, 64.0, 10.0, 72.0, 64.0, 

74, -86.0, 5.0, 54.0, 67.0, 

75, 142.0, 29.0, 62.0, 68.0, 

76, 41.0, -12.0, 55.0, 78.0, 

77, 22.0, 9.0, 73.0, 63.0, 

78, -43.0, 19.0, 67.0, 53.0, 

79, -100.0, -7.0, 84.0, 86.0, 

80, -77.0, -26.0, 93.0, 81.0, 

81, 214.0, 11.0, 56.0, 60.0, 

82, 121.0, -3.0, 61.0, 66.0, 

83, 57.0, 10.0, 68.0, 74.0, 

84, -52.0, -22.0, 62.0, 64.0, 

85, -116.0, 27.0, 69.0, 50.0, 

86, -50.0, 13.0, 56.0, 75.0, 

87, -31.0, 0.0, 53.0, 47.0, 

88, -45.0, 20.0, 63.0, 64.0, 

89, 98.0, -7.0, 58.0, 74.0, 

90, 34.0, 0.0, 45.0, 55.0, 

91, -178.0, -3.0, 56.0, 68.0, 

92, 93.0, 9.0, 79.0, 77.0, 

93, 98.0, -3.0, 76.0, 82.0, 

94, 44.0, 2.0, 46.0, 77.0, 

95, 163.0, -3.0, 55.0, 79.0, 

96, 216.0, -20.0, 59.0, 70.0, 

97, 39.0, -8.0, 58.0, 75.0, 

98, 23.0, -11.0, 58.0, 65.0, 

99, -155.0, 5.0, 73.0, 73.0, 

100, -266.0, 6.0, 71.0, 55.0, 

101, -178.0, 32.0, 66.0, 78.0, 

102, -172.0, 3.0, 72.0, 88.0, 

103, -18.0, 3.0, 76.0, 77.0, 

104, 233.0, 6.0, 87.0, 55.0, 

105, -88.0, 2.0, 57.0, 75.0, 

106, 139.0, -1.0, 61.0, 55.0, 

107, -55.0, -1.0, 81.0, 51.0, 

108, -29.0, 16.0, 74.0, 81.0, 

109, -63.0, -3.0, 57.0, 87.0, 

110, 28.0, 16.0, 66.0, 79.0, 

111, -31.0, -9.0, 65.0, 69.0, 

112, -62.0, 9.0, 60.0, 55.0, 

113, 227.0, -15.0, 74.0, 72.0, 

114, -93.0, 6.0, 74.0, 82.0, 

115, -54.0, 11.0, 73.0, 73.0, 

116, 60.0, -16.0, 77.0, 79.0, 

117, 35.0, 5.0, 70.0, 76.0, 

118, -13.0, 4.0, 49.0, 75.0, 

119, 130.0, 2.0, 47.0, 69.0, 

120, 94.0, -5.0, 52.0, 73.0, 

121, 22.0, 6.0, 47.0, 65.0, 

122, 97.0, -6.0, 73.0, 79.0, 

123, 22.0, -1.0, 56.0, 47.0, 

124, 209.0, -1.0, 76.0, 61.0, 

125, 51.0, 10.0, 78.0, 80.0, 

126, 9.0, 10.0, 68.0, 67.0, 

127, -182.0, -1.0, 73.0, 59.0, 

128, 10.0, 6.0, 62.0, 67.0, 

129, -2.0, 2.0, 71.0, 79.0, 

130, 91.0, -22.0, 69.0, 78.0, 

131, 108.0, 6.0, 66.0, 82.0, 

132, -177.0, 8.0, 43.0, 66.0, 

133, 256.0, 14.0, 58.0, 74.0, 

134, 45.0, -4.0, 68.0, 60.0, 

135, -185.0, 14.0, 54.0, 72.0, 

136, -128.0, -3.0, 72.0, 60.0, 

137, -256.0, -12.0, 76.0, 72.0, 

138, 51.0, -6.0, 82.0, 56.0, 

139, -216.0, 15.0, 41.0, 96.0, 

140, 23.0, -29.0, 66.0, 71.0, 

141, -55.0, 0.0, 63.0, 78.0, 

142, 76.0, -34.0, 69.0, 75.0, 

143, 185.0, 9.0, 86.0, 72.0, 

144, 49.0, 3.0, 52.0, 66.0, 

145, -5.0, 8.0, 67.0, 68.0, 

146, -13.0, 20.0, 51.0, 66.0, 

147, 29.0, 19.0, 79.0, 72.0, 

148, 23.0, 2.0, 63.0, 78.0, 

149, 10.0, -1.0, 78.0, 72.0, 

150, 66.0, 6.0, 48.0, 67.0, 

151, -144.0, 15.0, 78.0, 68.0, 

152, 124.0, -5.0, 71.0, 59.0, 

153, 42.0, -23.0, 77.0, 84.0, 

154, 50.0, 4.0, 84.0, 76.0, 

155, -137.0, -4.0, 77.0, 63.0, 

156, 48.0, 14.0, 69.0, 91.0, 

157, -53.0, 0.0, 88.0, 67.0, 

158, 109.0, 3.0, 72.0, 63.0, 

159, 30.0, -8.0, 83.0, 69.0, 

160, 261.0, 9.0, 71.0, 60.0, 

161, -40.0, -8.0, 50.0, 71.0, 

162, 202.0, 17.0, 74.0, 60.0, 

163, 59.0, -7.0, 64.0, 66.0, 

164, 24.0, -9.0, 64.0, 69.0, 

165, 44.0, 19.0, 51.0, 70.0, 

166, -236.0, -27.0, 80.0, 74.0, 

167, -36.0, 4.0, 84.0, 70.0, 

168, 0.0, 5.0, 66.0, 66.0, 

169, 69.0, -15.0, 65.0, 82.0, 

170, -46.0, 3.0, 64.0, 65.0, 

171, -100.0, 5.0, 63.0, 73.0, 

172, -79.0, -2.0, 71.0, 72.0, 

173, 30.0, -10.0, 52.0, 73.0, 

174, -76.0, -4.0, 83.0, 59.0, 

175, 62.0, 15.0, 43.0, 62.0, 

176, -15.0, 17.0, 58.0, 65.0, 

177, -36.0, -11.0, 44.0, 55.0, 

178, -35.0, 9.0, 66.0, 61.0, 

179, -8.0, 3.0, 61.0, 75.0, 

180, 158.0, 1.0, 52.0, 74.0, 

181, -140.0, 18.0, 64.0, 56.0, 

182, 45.0, 11.0, 62.0, 90.0, 

183, 19.0, 17.0, 73.0, 82.0, 

184, 232.0, 15.0, 63.0, 33.0, 

185, 153.0, 4.0, 70.0, 87.0, 

186, 34.0, -8.0, 84.0, 78.0, 

187, 125.0, -2.0, 52.0, 63.0, 

188, -128.0, 29.0, 72.0, 93.0, 

189, -68.0, 1.0, 64.0, 73.0, 

190, -7.0, 0.0, 61.0, 58.0, 

191, 72.0, -8.0, 86.0, 62.0, 

192, 56.0, -5.0, 72.0, 83.0, 

193, -20.0, -23.0, 38.0, 57.0, 

194, 79.0, 13.0, 65.0, 64.0, 

195, 114.0, 8.0, 77.0, 79.0, 

196, 132.0, -4.0, 65.0, 69.0, 

197, 209.0, -18.0, 62.0, 53.0, 

198, 129.0, -2.0, 74.0, 48.0, 

199, -192.0, 22.0, 64.0, 63.0, 

200, 143.0, -13.0, 63.0, 84.0, 

201, 136.0, 8.0, 58.0, 77.0, 

202, 86.0, 12.0, 61.0, 53.0, 

203, 128.0, 8.0, 46.0, 75.0, 

204, -222.0, 2.0, 60.0, 65.0, 

205, 129.0, 1.0, 59.0, 66.0, 

206, 132.0, 2.0, 56.0, 89.0, 

207, -18.0, 1.0, 61.0, 94.0, 

208, -83.0, -3.0, 79.0, 67.0, 

209, 99.0, -8.0, 49.0, 74.0, 

210, -88.0, 4.0, 70.0, 88.0, 

211, 27.0, 4.0, 63.0, 70.0, 

212, 124.0, 32.0, 72.0, 70.0, 

213, -165.0, 11.0, 81.0, 78.0, 

214, 150.0, 6.0, 64.0, 73.0, 

215, -226.0, -5.0, 44.0, 75.0, 

216, -39.0, 7.0, 74.0, 82.0, 

217, 71.0, 4.0, 85.0, 80.0, 

218, -131.0, 3.0, 67.0, 66.0, 

219, -30.0, -5.0, 55.0, 68.0, 

220, -10.0, -1.0, 72.0, 64.0, 

221, 11.0, 1.0, 77.0, 57.0, 

222, 265.0, 23.0, 75.0, 92.0, 

223, -82.0, -1.0, 71.0, 63.0, 

224, 78.0, 9.0, 55.0, 75.0, 

225, -211.0, 11.0, 66.0, 93.0, 

226, 59.0, 5.0, 58.0, 53.0, 

227, -73.0, 3.0, 63.0, 61.0, 

228, 62.0, 11.0, 62.0, 60.0, 

229, -85.0, 9.0, 52.0, 72.0, 

230, -34.0, -1.0, 73.0, 89.0, 

231, 26.0, 0.0, 66.0, 64.0, 

232, -145.0, -5.0, 50.0, 71.0, 

233, -142.0, 0.0, 68.0, 78.0, 

234, 38.0, 7.0, 58.0, 54.0, 

235, 46.0, 0.0, 65.0, 52.0, 

236, 111.0, 29.0, 70.0, 76.0, 

237, 146.0, -20.0, 55.0, 74.0, 

238, 59.0, -3.0, 34.0, 75.0, 

239, 155.0, 0.0, 38.0, 68.0, 

240, 67.0, 1.0, 58.0, 64.0, 

241, 148.0, -4.0, 58.0, 70.0, 

242, -59.0, -1.0, 60.0, 63.0, 

243, -45.0, 18.0, 65.0, 68.0, 

244, -78.0, 19.0, 66.0, 81.0, 

245, -83.0, -9.0, 57.0, 62.0, 

246, 155.0, 6.0, 55.0, 67.0, 

247, 123.0, 12.0, 39.0, 61.0, 

248, 55.0, -2.0, 91.0, 71.0, 

249, 129.0, 4.0, 60.0, 68.0, 

250, 153.0, -2.0, 60.0, 83.0, 

251, 43.0, 3.0, 60.0, 59.0, 

252, -69.0, 4.0, 62.0, 65.0, 

253, 31.0, -5.0, 63.0, 76.0, 

254, -21.0, 2.0, 86.0, 68.0, 

255, -70.0, 1.0, 64.0, 72.0, 

0, 81.0, 19.0, 63.0, 81.0, 

1, -188.0, -21.0, 61.0, 77.0, 

2, 95.0, 5.0, 57.0, 83.0, 

3, -38.0, 4.0, 63.0, 49.0, 

4, -147.0, -4.0, 58.0, 58.0, 

5, 161.0, 11.0, 84.0, 58.0, 

6, -34.0, 10.0, 82.0, 79.0, 

7, -18.0, 5.0, 70.0, 71.0, 

8, 69.0, -6.0, 67.0, 80.0, 

9, 106.0, -10.0, 60.0, 78.0, 

10, -59.0, 4.0, 62.0, 79.0, 

11, -64.0, 16.0, 66.0, 59.0, 

12, -54.0, 8.0, 53.0, 72.0, 

13, 181.0, -8.0, 55.0, 62.0, 

14, 104.0, 5.0, 90.0, 64.0, 

15, -182.0, 1.0, 81.0, 71.0, 

16, 10.0, 4.0, 53.0, 58.0, 

17, 3.0, 11.0, 76.0, 60.0, 

18, -15.0, 14.0, 77.0, 65.0, 

19, 66.0, -19.0, 58.0, 85.0, 

20, -64.0, 4.0, 76.0, 65.0, 

21, -61.0, -14.0, 81.0, 78.0, 

22, -198.0, -8.0, 83.0, 57.0, 

23, -18.0, -15.0, 67.0, 88.0, 

24, 79.0, -8.0, 76.0, 62.0, 

25, -25.0, 30.0, 56.0, 57.0, 

26, 218.0, 26.0, 68.0, 74.0, 

27, 42.0, 19.0, 67.0, 82.0, 

28, -10.0, -7.0, 92.0, 45.0, 

29, -68.0, -3.0, 69.0, 99.0, 

30, -71.0, 3.0, 71.0, 75.0, 

31, 83.0, 8.0, 57.0, 72.0, 

32, 30.0, -6.0, 71.0, 72.0, 

33, -1.0, -11.0, 61.0, 84.0, 

34, 62.0, 11.0, 62.0, 60.0, 

35, 12.0, -8.0, 59.0, 64.0, 

36, -26.0, 0.0, 92.0, 76.0, 

37, 47.0, 11.0, 56.0, 57.0, 

38, 23.0, -11.0, 56.0, 64.0, 

39, 68.0, 23.0, 74.0, 48.0, 

40, 91.0, -5.0, 62.0, 71.0, 

41, -60.0, 9.0, 67.0, 74.0, 

42, 118.0, 16.0, 55.0, 72.0, 

43, 3.0, -2.0, 69.0, 56.0, 

44, -203.0, 0.0, 57.0, 65.0, 

45, 188.0, 9.0, 54.0, 92.0, 

46, -180.0, 18.0, 70.0, 76.0, 

47, 0.0, -2.0, 57.0, 48.0, 

